state,year,datetime,epiweek,cases,tempmaxw,tempminw,tempw,humidityw,precipw,precipcovw
Edo,2023,2023-11-12,45,2.0,33.1,23.6,27.0,86.9,3.9,33.33
Edo,2023,2023-11-19,46,3.0,34.5,24.2,28.2,76.8,1.8,25.0
Edo,2023,2023-11-26,47,4.0,26.3,23.5,24.6,93.7,6.7,62.5
Edo,2023,2023-12-03,48,1.0,35.7,24.5,28.9,76.8,0.9,12.5
Edo,2023,2023-12-10,49,3.0,36.9,24.2,29.3,71.8,2.2,29.17
Edo,2023,2023-12-17,50,2.0,38.2,22.2,28.4,58.2,0.0,0.0
Edo,2023,2023-12-24,51,0.0,38.9,21.5,28.6,40.6,0.0,0.0
Edo,2023,2023-12-31,52,10.0,36.5,22.5,28.2,73.6,0.0,0.0
Ondo,2018,2018-01-07,1,0.0,32.0,16.7,24.1,66.7,0.0,0.0
Ondo,2018,2018-01-14,2,8.0,33.2,22.6,26.8,65.3,0.0,0.0
Ondo,2018,2018-01-21,3,14.0,35.5,22.8,27.7,63.7,0.0,0.0
Ondo,2018,2018-01-28,4,4.0,35.8,19.4,27.0,52.9,0.0,0.0
Ondo,2018,2018-02-04,5,5.0,37.7,22.3,29.2,59.9,0.0,0.0
Ondo,2018,2018-02-11,6,7.0,29.8,24.0,26.6,80.9,2.3,29.17
Ondo,2018,2018-02-18,7,19.0,31.2,24.6,26.7,81.0,5.2,70.83
Ondo,2018,2018-02-25,8,9.0,33.5,23.4,27.7,78.4,1.3,29.17
Ondo,2018,2018-03-04,9,5.0,34.7,23.4,27.6,75.5,0.5,16.67
Ondo,2018,2018-03-11,10,2.0,31.2,24.0,27.0,81.6,1.8,37.5
Ondo,2018,2018-03-18,11,2.0,33.2,23.1,26.4,81.4,2.9,37.5
Ondo,2018,2018-03-25,12,2.0,29.9,22.8,25.2,86.0,10.1,37.5
Ondo,2018,2018-04-01,13,1.0,32.6,24.6,27.7,78.0,0.1,4.17
Ondo,2018,2018-04-08,14,2.0,30.9,21.7,25.6,85.7,3.5,41.67
Ondo,2018,2018-04-15,15,0.0,29.5,24.2,26.0,83.0,1.8,20.83
Ondo,2018,2018-04-22,16,0.0,30.3,23.2,25.9,84.8,1.5,12.5
Ondo,2018,2018-04-29,17,1.0,34.0,23.6,27.0,82.1,5.2,8.33
Ondo,2018,2018-05-06,18,0.0,31.0,21.8,25.4,85.8,2.7,45.83
Ondo,2018,2018-05-13,19,3.0,29.2,22.6,25.4,84.7,1.7,37.5
Ondo,2018,2018-05-20,20,0.0,31.9,24.5,27.0,85.1,4.7,45.83
Ondo,2018,2018-05-27,21,0.0,30.2,23.1,25.3,85.3,4.8,33.33
Ondo,2018,2018-06-03,22,0.0,31.9,22.7,26.0,83.0,3.5,37.5
Ondo,2018,2018-06-10,23,1.0,28.4,21.2,24.2,90.8,7.9,50.0
Ondo,2018,2018-06-17,24,1.0,28.6,22.2,24.8,87.3,6.6,50.0
Ondo,2018,2018-06-24,25,1.0,27.5,21.5,23.0,92.2,21.7,70.83
Ondo,2018,2018-07-01,26,1.0,24.7,21.6,22.9,93.4,11.5,54.17
Ondo,2018,2018-07-08,27,3.0,29.0,22.2,25.0,83.9,2.7,58.33
Ondo,2018,2018-07-15,28,1.0,26.9,23.0,24.3,89.3,10.3,45.83
Ondo,2018,2018-07-22,29,1.0,29.2,22.4,24.8,84.9,1.9,50.0
Ondo,2018,2018-07-29,30,1.0,23.9,21.9,22.7,94.6,12.6,45.83
Ondo,2018,2018-08-05,31,1.0,28.1,22.0,24.4,80.7,0.5,12.5
Ondo,2018,2018-08-12,32,1.0,28.0,22.2,24.2,85.7,8.3,25.0
Ondo,2018,2018-08-19,33,0.0,26.6,22.1,23.9,88.0,14.0,75.0
Ondo,2018,2018-08-26,34,0.0,29.0,22.1,24.9,82.0,1.6,50.0
Ondo,2018,2018-09-02,35,0.0,26.7,22.5,24.2,90.9,2.1,50.0
Ondo,2018,2018-09-09,36,0.0,28.5,22.6,24.1,89.4,7.5,62.5
Ondo,2018,2018-09-16,37,0.0,30.6,22.7,25.3,83.2,4.9,29.17
Ondo,2018,2018-09-23,38,1.0,26.0,21.6,22.9,88.8,2.4,33.33
Ondo,2018,2018-09-30,39,0.0,30.3,22.9,25.4,86.4,10.2,29.17
Ondo,2018,2018-10-07,40,2.0,32.6,22.6,25.4,85.6,8.8,37.5
Ondo,2018,2018-10-14,41,4.0,27.9,22.1,24.5,87.8,8.0,25.0
Ondo,2018,2018-10-21,42,3.0,32.1,24.0,26.6,86.0,2.8,20.83
Ondo,2018,2018-10-28,43,4.0,30.4,22.4,24.7,89.5,11.0,41.67
Ondo,2018,2018-11-04,44,1.0,32.2,22.4,25.5,84.9,5.7,29.17
Ondo,2018,2018-11-11,45,2.0,31.3,21.9,26.3,82.3,0.1,4.17
Ondo,2018,2018-11-18,46,2.0,32.8,23.4,26.6,83.2,3.1,25.0
Ondo,2018,2018-11-25,47,3.0,34.8,23.3,27.7,75.1,0.0,0.0
Ondo,2018,2018-12-02,48,8.0,32.6,23.2,26.9,74.9,0.0,0.0
Ondo,2018,2018-12-09,49,2.0,32.1,21.3,26.0,70.2,0.3,8.33
Ondo,2018,2018-12-16,50,2.0,33.8,21.1,26.6,73.4,0.0,0.0
Ondo,2018,2018-12-23,51,4.0,33.8,18.5,25.8,48.2,0.0,0.0
Ondo,2018,2018-12-31,52,6.0,34.7,21.2,26.7,60.2,0.0,0.0
Ondo,2019,2019-01-06,1,8.0,34.3,19.4,26.1,51.2,0.0,0.0
Ondo,2019,2019-01-13,2,12.0,34.9,22.5,27.9,70.7,0.0,0.0
Ondo,2019,2019-01-20,3,18.0,34.1,22.9,26.5,79.0,2.5,41.67
Ondo,2019,2019-01-27,4,28.0,35.2,23.9,27.9,74.8,0.5,20.83
Ondo,2019,2019-02-03,5,22.0,34.4,24.5,27.2,80.5,2.9,33.33
Ondo,2019,2019-02-10,6,12.0,36.6,21.0,28.3,47.9,0.0,0.0
Ondo,2019,2019-02-17,7,2.0,33.9,23.2,27.9,65.7,0.0,0.0
Ondo,2019,2019-02-24,8,2.0,26.7,24.5,25.3,86.7,13.5,45.83
Ondo,2019,2019-03-03,9,12.0,34.8,23.6,28.3,74.7,0.3,12.5
Ondo,2019,2019-03-10,10,11.0,32.7,24.5,27.0,84.2,4.1,16.67
Ondo,2019,2019-03-17,11,4.0,32.0,22.6,25.8,83.8,3.3,12.5
Ondo,2019,2019-03-24,12,3.0,32.2,24.0,26.7,84.2,2.3,37.5
Ondo,2019,2019-03-31,13,4.0,32.4,23.7,27.0,80.5,2.3,20.83
Ondo,2019,2019-04-07,14,5.0,28.6,22.7,25.6,88.4,10.8,41.67
Ondo,2019,2019-04-14,15,0.0,28.8,22.4,25.3,82.7,0.9,29.17
Ondo,2019,2019-04-21,16,2.0,32.9,24.7,28.0,80.5,1.0,8.33
Ondo,2019,2019-04-28,17,4.0,32.6,25.3,28.2,82.3,1.8,41.67
Ondo,2019,2019-05-05,18,7.0,33.7,23.2,27.4,82.3,5.9,12.5
Ondo,2019,2019-05-12,19,0.0,33.2,23.0,26.7,85.3,28.2,37.5
Ondo,2019,2019-05-19,20,2.0,30.6,24.3,26.8,83.3,2.4,25.0
Ondo,2019,2019-05-26,21,1.0,30.8,22.6,25.9,87.0,7.7,50.0
Ondo,2019,2019-06-02,22,0.0,27.8,23.6,25.2,88.5,12.4,66.67
Ondo,2019,2019-06-09,23,1.0,27.8,23.4,24.9,92.1,11.7,70.83
Ondo,2019,2019-06-16,24,2.0,30.1,22.6,25.6,86.3,0.7,20.83
Ondo,2019,2019-06-23,25,6.0,28.8,21.8,24.7,89.2,5.9,37.5
Ondo,2019,2019-06-30,26,0.0,27.3,23.5,25.1,87.8,5.6,37.5
Ondo,2019,2019-07-07,27,6.0,29.3,22.7,24.9,87.0,6.8,62.5
Ondo,2019,2019-07-14,28,2.0,30.5,22.0,24.7,85.9,4.4,33.33
Ondo,2019,2019-07-21,29,1.0,27.6,22.1,24.1,87.4,4.6,66.67
Ondo,2019,2019-07-28,30,6.0,26.4,22.6,23.8,90.7,11.9,66.67
Ondo,2019,2019-08-04,31,3.0,28.2,22.3,24.5,84.6,2.3,54.17
Ondo,2019,2019-08-11,32,2.0,29.6,22.4,24.7,83.9,2.3,37.5
Ondo,2019,2019-08-18,33,0.0,29.6,22.5,25.0,81.2,2.9,37.5
Ondo,2019,2019-08-25,34,0.0,28.0,22.0,23.9,91.0,1.7,37.5
Ondo,2019,2019-09-01,35,0.0,26.2,22.3,23.9,92.9,12.9,83.33
Ondo,2019,2019-09-08,36,6.0,29.4,23.0,24.7,89.4,7.1,33.33
Ondo,2019,2019-09-15,37,2.0,29.0,22.0,24.9,88.3,9.1,41.67
Ondo,2019,2019-09-22,38,4.0,31.1,21.0,25.0,86.4,4.2,29.17
Ondo,2019,2019-09-29,39,6.0,31.0,21.5,25.1,84.5,1.8,29.17
Ondo,2019,2019-10-06,40,1.0,30.0,21.6,24.3,87.7,5.6,29.17
Ondo,2019,2019-10-13,41,2.0,32.0,21.0,25.9,84.1,5.9,20.83
Ondo,2019,2019-10-20,42,6.0,27.0,21.6,23.6,92.8,10.8,83.33
Ondo,2019,2019-10-27,43,2.0,30.0,22.8,24.4,91.3,7.1,58.33
Ondo,2019,2019-11-03,44,6.0,31.0,22.9,25.2,87.2,8.4,37.5
Ondo,2019,2019-11-10,45,5.0,28.0,23.8,25.7,91.1,4.5,16.67
Ondo,2019,2019-11-17,46,7.0,33.0,24.1,27.8,80.6,0.1,4.17
Ondo,2019,2019-11-24,47,5.0,33.0,24.5,27.8,82.0,0.2,8.33
Ondo,2019,2019-12-01,48,6.0,32.2,23.3,27.1,80.0,0.0,0.0
Ondo,2019,2019-12-08,49,11.0,32.1,23.4,26.8,79.7,0.3,8.33
Ondo,2019,2019-12-15,50,3.0,33.0,22.0,26.2,75.2,0.2,8.33
Ondo,2019,2019-12-22,51,5.0,35.1,20.0,26.8,65.5,0.0,0.0
Ondo,2019,2019-12-29,52,8.0,36.0,17.0,25.3,41.7,0.0,0.0
Ondo,2020,2020-01-05,1,7.0,31.1,17.1,24.2,42.0,0.0,0.0
Ondo,2020,2020-01-12,2,32.0,35.0,23.8,27.8,74.2,0.1,4.17
Ondo,2020,2020-01-19,3,42.0,33.0,19.0,25.6,41.6,0.0,0.0
Ondo,2020,2020-01-26,4,16.0,34.9,17.8,26.0,28.2,0.0,0.0
Ondo,2020,2020-02-02,5,27.0,36.0,17.2,25.7,30.0,0.0,0.0
Ondo,2020,2020-02-09,6,27.0,35.3,18.0,27.2,52.3,0.0,0.0
Ondo,2020,2020-02-16,7,31.0,35.4,22.3,28.0,56.9,0.0,0.0
Ondo,2020,2020-02-23,8,34.0,38.0,25.2,30.4,61.3,0.0,0.0
Ondo,2020,2020-03-01,9,25.0,33.0,25.0,28.2,80.1,7.1,50.0
Ondo,2020,2020-03-08,10,33.0,35.0,24.9,28.0,80.5,5.6,33.33
Ondo,2020,2020-03-15,11,15.0,35.4,25.1,29.2,71.6,0.0,0.0
Ondo,2020,2020-03-22,12,5.0,33.0,24.1,27.8,78.5,1.3,16.67
Ondo,2020,2020-03-29,13,6.0,32.5,25.4,27.8,82.6,2.4,8.33
Ondo,2020,2020-04-05,14,4.0,35.0,23.3,27.9,79.2,0.5,4.17
Ondo,2020,2020-04-12,15,1.0,34.8,23.2,28.4,74.5,0.0,0.0
Ondo,2020,2020-04-19,16,3.0,31.0,23.8,26.5,84.3,1.0,20.83
Ondo,2020,2020-04-26,17,5.0,28.1,22.2,24.9,88.3,5.4,54.17
Ondo,2020,2020-05-03,18,2.0,28.0,22.4,25.1,90.8,8.3,29.17
Ondo,2020,2020-05-10,19,5.0,29.1,23.3,25.8,86.5,3.5,20.83
Ondo,2020,2020-05-17,20,2.0,32.9,24.0,27.7,82.6,0.5,16.67
Ondo,2020,2020-05-24,21,5.0,28.0,23.6,25.3,91.6,8.3,54.17
Ondo,2020,2020-05-31,22,2.0,30.3,21.5,25.7,86.3,0.2,8.33
Ondo,2020,2020-06-07,23,3.0,31.2,21.8,25.3,86.2,1.1,16.67
Ondo,2020,2020-06-14,24,4.0,33.1,23.3,26.0,87.4,6.4,45.83
Ondo,2020,2020-06-21,25,2.0,29.0,21.9,24.8,89.4,7.0,58.33
Ondo,2020,2020-06-28,26,3.0,26.9,21.8,24.1,92.5,15.0,62.5
Ondo,2020,2020-07-05,27,1.0,28.6,21.7,24.2,87.4,6.8,75.0
Ondo,2020,2020-07-12,28,3.0,27.2,22.7,24.3,88.3,3.3,66.67
Ondo,2020,2020-07-19,29,5.0,28.4,21.0,24.5,85.4,10.4,29.17
Ondo,2020,2020-07-26,30,0.0,28.0,22.7,24.6,86.5,8.9,37.5
Ondo,2020,2020-08-02,31,3.0,27.6,22.4,24.2,85.5,1.4,29.17
Ondo,2020,2020-08-09,32,5.0,28.8,20.2,23.8,81.0,0.0,0.0
Ondo,2020,2020-08-16,33,0.0,30.2,22.0,25.2,81.4,0.6,20.83
Ondo,2020,2020-08-23,34,9.0,28.7,22.4,24.8,83.7,2.0,37.5
Ondo,2020,2020-08-30,35,1.0,30.1,22.7,24.9,85.7,2.3,37.5
Ondo,2020,2020-09-06,36,1.0,30.0,22.3,24.8,85.6,5.7,41.67
Ondo,2020,2020-09-13,37,3.0,28.0,21.0,23.5,94.1,4.6,45.83
Ondo,2020,2020-09-20,38,3.0,29.5,22.0,24.1,90.3,12.0,66.67
Ondo,2020,2020-09-27,39,5.0,29.3,21.6,24.3,88.6,5.9,45.83
Ondo,2020,2020-10-04,40,1.0,29.7,22.1,24.9,86.4,2.4,33.33
Ondo,2020,2020-10-11,41,3.0,31.0,22.6,25.3,85.5,6.6,29.17
Ondo,2020,2020-10-18,42,5.0,31.0,22.9,26.1,85.7,4.4,41.67
Ondo,2020,2020-10-25,43,1.0,30.2,22.8,25.5,92.5,7.2,33.33
Ondo,2020,2020-11-01,44,4.0,33.4,23.5,27.0,79.5,0.2,8.33
Ondo,2020,2020-11-08,45,4.0,34.0,23.4,26.9,77.4,1.4,8.33
Ondo,2020,2020-11-15,46,2.0,32.8,23.3,27.0,79.3,0.0,0.0
Ondo,2020,2020-11-22,47,1.0,35.0,22.7,27.5,71.8,0.0,0.0
Ondo,2020,2020-11-29,48,3.0,33.6,22.5,27.1,76.5,0.0,0.0
Ondo,2020,2020-12-06,49,3.0,32.9,24.6,27.3,82.0,0.0,0.0
Ondo,2020,2020-12-13,50,2.0,31.9,23.3,26.3,85.1,5.3,25.0
Ondo,2020,2020-12-20,51,6.0,33.4,24.2,27.5,75.9,0.0,0.0
Ondo,2020,2020-12-27,52,3.0,33.8,19.5,26.1,58.3,0.0,0.0
Ondo,2020,2021-01-03,53,0.0,34.2,24.1,27.7,75.3,0.0,0.0
Ondo,2021,2021-01-10,1,3.0,34.7,23.6,27.9,74.0,0.0,0.0
Ondo,2021,2021-01-17,2,0.0,33.8,22.4,27.4,70.7,0.0,0.0
Ondo,2021,2021-01-24,3,8.0,35.4,18.8,26.5,54.5,0.0,0.0
Ondo,2021,2021-01-31,4,2.0,36.1,22.4,27.7,65.2,0.0,0.0
Ondo,2021,2021-02-07,5,4.0,36.9,24.3,29.2,65.2,0.0,0.0
Ondo,2021,2021-02-14,6,5.0,36.5,25.5,28.9,75.7,0.3,12.5
Ondo,2021,2021-02-21,7,3.0,35.4,21.0,27.4,33.0,0.0,0.0
Ondo,2021,2021-02-28,8,6.0,36.2,24.0,28.8,67.3,0.0,0.0
Ondo,2021,2021-03-07,9,6.0,37.0,25.8,29.4,73.4,0.7,29.17
Ondo,2021,2021-03-14,10,7.0,31.9,23.3,25.9,84.2,1.8,12.5
Ondo,2021,2021-03-21,11,14.0,32.5,22.2,26.5,79.4,0.5,4.17
Ondo,2021,2021-03-28,12,2.0,35.6,24.5,29.4,68.3,0.0,0.0
Ondo,2021,2021-04-04,13,3.0,36.4,25.1,28.7,75.2,0.4,12.5
Ondo,2021,2021-04-11,14,5.0,35.0,23.2,26.9,77.8,4.2,29.17
Ondo,2021,2021-04-18,15,0.0,27.7,22.6,24.8,85.3,0.7,8.33
Ondo,2021,2021-04-25,16,3.0,33.2,23.6,27.4,80.5,2.0,8.33
Ondo,2021,2021-05-02,17,3.0,34.1,24.7,27.6,83.2,2.6,16.67
Ondo,2021,2021-05-09,18,4.0,30.1,22.6,25.7,81.0,0.0,0.0
Ondo,2021,2021-05-16,19,1.0,31.7,22.2,25.6,85.9,0.9,8.33
Ondo,2021,2021-05-23,20,4.0,32.0,21.7,25.9,82.1,0.0,0.0
Ondo,2021,2021-05-30,21,0.0,31.0,23.5,26.3,85.0,0.6,8.33
Ondo,2021,2021-06-06,22,2.0,30.2,21.8,24.8,88.5,9.2,20.83
Ondo,2021,2021-06-13,23,2.0,31.0,23.0,26.2,82.7,0.0,0.0
Ondo,2021,2021-06-20,24,2.0,28.0,23.0,24.7,92.7,20.9,62.5
Ondo,2021,2021-06-27,25,6.0,28.4,20.6,23.9,86.5,0.2,8.33
Ondo,2021,2021-07-04,26,1.0,26.9,21.2,23.7,88.0,0.5,8.33
Ondo,2021,2021-07-11,27,5.0,29.2,23.4,25.3,84.9,3.9,25.0
Ondo,2021,2021-07-18,28,3.0,28.6,22.8,25.2,84.9,0.0,0.0
Ondo,2021,2021-07-25,29,2.0,30.1,22.5,25.5,81.5,0.5,20.83
Ondo,2021,2021-08-01,30,5.0,28.1,22.6,24.9,84.9,0.3,12.5
Ondo,2021,2021-08-08,31,3.0,26.0,22.1,23.3,93.1,16.6,91.67
Ondo,2021,2021-08-15,32,2.0,29.3,23.1,25.2,84.1,1.0,29.17
Ondo,2021,2021-08-22,33,1.0,28.3,22.4,24.8,89.8,8.8,50.0
Ondo,2021,2021-08-29,34,3.0,30.0,23.1,24.9,88.7,11.6,50.0
Ondo,2021,2021-09-05,35,0.0,29.6,23.0,24.5,90.7,14.0,54.17
Ondo,2021,2021-09-12,36,3.0,31.2,23.2,25.7,86.4,7.2,37.5
Ondo,2021,2021-09-19,37,0.0,31.7,23.1,25.7,82.8,1.9,33.33
Ondo,2021,2021-09-26,38,2.0,29.1,21.7,25.2,83.1,0.2,8.33
Ondo,2021,2021-10-03,39,2.0,30.3,22.8,25.3,87.2,9.0,41.67
Ondo,2021,2021-10-10,40,4.0,30.0,22.8,25.2,89.9,4.8,33.33
Ondo,2021,2021-10-17,41,4.0,29.4,22.8,24.8,91.8,5.8,37.5
Ondo,2021,2021-10-24,42,4.0,31.6,21.0,26.4,79.6,0.0,0.0
Ondo,2021,2021-10-31,43,1.0,33.0,22.0,26.6,85.5,0.4,8.33
Ondo,2021,2021-11-07,44,1.0,30.4,23.5,25.8,87.1,6.1,12.5
Ondo,2021,2021-11-14,45,3.0,32.0,23.8,26.9,83.6,0.5,8.33
Ondo,2021,2021-11-21,46,3.0,34.0,23.7,27.5,81.4,0.0,0.0
Ondo,2021,2021-11-28,47,1.0,34.0,24.4,28.2,77.3,0.0,0.0
Ondo,2021,2021-12-05,48,1.0,34.0,23.3,27.8,74.0,0.0,0.0
Ondo,2021,2021-12-12,49,5.0,35.1,22.4,27.3,66.1,0.0,0.0
Ondo,2021,2021-12-19,50,4.0,32.5,19.0,25.7,46.1,0.0,0.0
Ondo,2021,2021-12-26,51,4.0,35.2,21.5,27.5,66.7,0.0,0.0
Ondo,2021,2022-01-02,52,12.0,34.2,21.0,26.7,72.4,0.0,0.0
Ondo,2022,2022-01-09,1,11.0,35.3,22.3,27.5,63.5,0.0,0.0
Ondo,2022,2022-01-16,2,9.0,37.4,19.7,27.1,42.1,0.0,0.0
Ondo,2022,2022-01-23,3,28.0,35.8,19.1,26.9,33.4,0.0,0.0
Ondo,2022,2022-01-30,4,15.0,36.0,17.0,26.2,24.4,0.0,0.0
Ondo,2022,2022-02-06,5,18.0,36.5,18.1,27.0,32.9,0.0,0.0
Ondo,2022,2022-02-13,6,35.0,37.8,21.1,28.7,59.1,0.1,4.17
Ondo,2022,2022-02-20,7,30.0,36.9,21.9,28.4,64.8,1.0,16.67
Ondo,2022,2022-02-27,8,26.0,38.2,22.6,28.8,64.3,1.6,16.67
Ondo,2022,2022-03-06,9,9.0,35.8,23.3,26.8,79.4,9.3,29.17
Ondo,2022,2022-03-13,10,7.0,34.6,21.3,26.9,72.4,5.5,16.67
Ondo,2022,2022-03-20,11,3.0,38.6,23.5,28.7,69.7,1.2,16.67
Ondo,2022,2022-03-27,12,3.0,39.0,23.4,30.3,61.8,0.0,0.0
Ondo,2022,2022-04-03,13,1.0,38.9,22.5,27.8,73.2,0.9,8.33
Ondo,2022,2022-04-10,14,4.0,37.2,21.9,27.3,71.1,4.7,20.83
Ondo,2022,2022-04-17,15,6.0,36.0,22.3,27.2,76.3,15.7,50.0
Ondo,2022,2022-04-24,16,6.0,27.7,22.1,24.9,83.3,0.3,8.33
Ondo,2022,2022-05-01,17,2.0,33.7,22.4,27.0,76.2,2.8,12.5
Ondo,2022,2022-05-08,18,1.0,37.4,22.1,27.8,73.1,0.4,8.33
Ondo,2022,2022-05-15,19,2.0,34.5,21.7,26.0,78.6,5.7,16.67
Ondo,2022,2022-05-22,20,1.0,30.2,20.9,24.2,84.6,3.1,25.0
Ondo,2022,2022-05-29,21,1.0,32.4,20.9,25.5,77.7,0.1,4.17
Ondo,2022,2022-06-05,22,2.0,25.8,20.4,22.3,90.0,4.2,12.5
Ondo,2022,2022-06-12,23,3.0,32.8,20.1,24.4,81.7,0.8,25.0
Ondo,2022,2022-06-19,24,5.0,29.4,20.0,23.7,87.2,4.2,41.67
Ondo,2022,2022-06-26,25,6.0,25.2,21.3,22.6,95.5,3.0,33.33
Ondo,2022,2022-07-03,26,7.0,30.7,19.8,23.8,83.0,0.7,20.83
Ondo,2022,2022-07-10,27,8.0,26.4,21.1,22.8,93.4,7.1,50.0
Ondo,2022,2022-07-17,28,1.0,27.2,20.9,23.2,89.3,3.9,54.17
Ondo,2022,2022-07-24,29,5.0,26.1,20.9,22.6,94.4,18.3,79.17
Ondo,2022,2022-07-31,30,7.0,27.1,20.5,22.8,89.6,3.0,58.33
Ondo,2022,2022-08-07,31,6.0,28.9,20.0,23.3,85.2,0.3,12.5
Ondo,2022,2022-08-14,32,3.0,24.2,21.2,21.8,97.4,32.5,83.33
Ondo,2022,2022-08-21,33,4.0,31.4,19.0,24.5,75.2,0.1,4.17
Ondo,2022,2022-08-28,34,3.0,27.3,20.3,22.8,89.0,4.6,45.83
Ondo,2022,2022-09-04,35,5.0,27.5,20.9,23.1,91.0,12.4,83.33
Ondo,2022,2022-09-11,36,5.0,23.7,20.9,21.7,96.9,6.3,33.33
Ondo,2022,2022-09-18,37,5.0,28.0,21.2,23.4,92.5,6.2,54.17
Ondo,2022,2022-09-25,38,5.0,29.0,21.1,24.2,89.4,14.4,37.5
Ondo,2022,2022-10-02,39,3.0,27.7,20.6,22.8,91.7,0.6,4.17
Ondo,2022,2022-10-09,40,2.0,24.5,20.6,22.0,92.1,1.4,41.67
Ondo,2022,2022-10-16,41,2.0,31.3,20.7,25.2,79.0,0.3,4.17
Ondo,2022,2022-10-23,42,4.0,32.7,21.3,25.8,76.6,0.9,16.67
Ondo,2022,2022-10-30,43,3.0,33.0,20.9,25.9,71.5,0.0,0.0
Ondo,2022,2022-11-06,44,9.0,33.7,20.7,25.8,61.0,0.0,0.0
Ondo,2022,2022-11-13,45,3.0,33.3,21.3,26.2,70.2,0.1,4.17
Ondo,2022,2022-11-20,46,2.0,35.6,21.3,27.4,66.0,0.4,4.17
Ondo,2022,2022-11-27,47,2.0,36.3,21.0,26.7,69.2,0.1,4.17
Ondo,2022,2022-12-04,48,7.0,36.6,21.0,27.5,63.7,0.0,0.0
Ondo,2022,2022-12-11,49,3.0,37.6,20.1,27.2,35.2,0.0,0.0
Ondo,2022,2022-12-18,50,7.0,35.5,22.4,27.2,52.9,0.3,4.17
Ondo,2022,2022-12-25,51,1.0,33.8,18.6,25.2,30.9,0.0,0.0
Ondo,2022,2023-01-01,52,0.0,35.6,18.0,25.6,25.5,0.0,0.0
Ondo,2023,2023-01-08,1,6.0,36.0,19.8,27.2,29.4,0.0,0.0
Ondo,2023,2023-01-15,2,33.0,35.8,19.2,26.7,47.0,0.0,0.0
Ondo,2023,2023-01-22,3,51.0,37.7,21.4,28.2,59.2,0.6,12.5
Ondo,2023,2023-01-29,4,40.0,36.0,21.1,26.2,68.5,4.1,33.33
Ondo,2023,2023-02-05,5,42.0,37.9,22.9,28.8,60.7,0.0,0.0
Ondo,2023,2023-02-12,6,21.0,37.9,22.4,28.7,57.4,0.0,0.0
Ondo,2023,2023-02-19,7,7.0,37.0,19.5,27.5,23.3,0.0,0.0
Ondo,2023,2023-02-26,8,10.0,36.9,21.9,28.2,67.3,0.1,4.17
Ondo,2023,2023-03-05,9,11.0,34.3,22.6,27.2,70.6,1.5,12.5
Ondo,2023,2023-03-12,10,23.0,36.4,23.1,28.4,63.6,0.0,0.0
Ondo,2023,2023-03-19,11,5.0,33.8,22.6,25.9,76.5,3.5,16.67
Ondo,2023,2023-03-26,12,13.0,31.3,22.9,25.5,80.2,7.7,29.17
Ondo,2023,2023-04-02,13,7.0,36.4,22.1,27.8,70.1,3.6,16.67
Ondo,2023,2023-04-09,14,10.0,33.6,21.9,26.0,76.9,3.8,25.0
Ondo,2023,2023-04-16,15,5.0,37.3,22.9,27.9,73.4,5.9,16.67
Ondo,2023,2023-04-23,16,6.0,31.4,22.8,25.7,85.5,3.6,33.33
Ondo,2023,2023-04-30,17,6.0,32.8,21.6,25.1,85.1,5.9,41.67
Ondo,2023,2023-05-07,18,6.0,35.9,21.8,27.4,70.3,0.3,4.17
Ondo,2023,2023-05-14,19,1.0,36.4,22.8,27.2,77.6,5.1,20.83
Ondo,2023,2023-05-21,20,3.0,33.2,22.5,26.1,82.0,1.6,20.83
Ondo,2023,2023-05-28,21,3.0,33.4,22.5,26.4,79.6,2.1,20.83
Ondo,2023,2023-06-04,22,1.0,35.4,21.6,26.2,79.6,0.6,8.33
Ondo,2023,2023-06-11,23,0.0,25.8,22.0,23.2,95.4,12.1,62.5
Ondo,2023,2023-06-18,24,0.0,29.5,21.6,24.6,89.3,5.2,50.0
Ondo,2023,2023-06-25,25,7.0,26.0,21.3,23.0,95.1,5.9,62.5
Ondo,2023,2023-07-02,26,9.0,26.9,22.1,23.7,89.5,2.5,41.67
Ondo,2023,2023-07-09,27,3.0,26.1,21.4,22.7,91.7,1.2,29.17
Ondo,2023,2023-07-16,28,4.0,29.0,21.8,24.4,90.3,7.9,41.67
Ondo,2023,2023-07-23,29,5.0,25.4,21.7,23.1,95.3,12.0,58.33
Ondo,2023,2023-07-30,30,5.0,28.0,21.7,23.2,96.0,20.6,62.5
Ondo,2023,2023-08-06,31,7.0,27.2,21.7,23.3,92.7,3.4,50.0
Ondo,2023,2023-08-13,32,4.0,27.4,21.6,23.3,92.5,14.6,58.33
Ondo,2023,2023-08-20,33,2.0,28.9,20.4,23.6,89.2,7.0,29.17
Ondo,2023,2023-08-27,34,6.0,28.1,21.6,23.4,93.1,17.1,45.83
Ondo,2023,2023-09-03,35,5.0,26.0,20.9,22.8,94.7,9.6,58.33
Ondo,2023,2023-09-10,36,2.0,30.4,21.6,24.7,88.3,3.1,25.0
Ondo,2023,2023-09-17,37,2.0,27.1,21.9,23.4,92.4,1.9,37.5
Ondo,2023,2023-09-24,38,4.0,29.8,20.7,23.6,90.0,3.7,20.83
Ondo,2023,2023-10-01,39,5.0,30.0,21.7,24.7,87.4,3.9,45.83
Ondo,2023,2023-10-08,40,0.0,31.9,20.7,24.8,84.0,1.4,16.67
Ondo,2023,2023-10-15,41,2.0,32.8,22.7,25.7,85.9,3.9,25.0
